
Title,Date
"BoJack Horseman: Temporada 1: A trama A virou trama D","24/12/2019"
"BoJack Horseman: Temporada 1: Corra Diane Nguyen, corra","24/12/2019"
"BoJack Horseman: Temporada 1: Entre Zoe e Zelda","24/12/2019"
"That '70s Show: Temporada 8: Os brownies de Kitty","23/12/2019"
"That '70s Show: Temporada 8: A apresentadora","22/12/2019"
"The Witcher: Temporada 1: Lua da traição","22/12/2019"
"That '70s Show: Temporada 8: O alagamento","22/12/2019"
"The Witcher: Temporada 1: Apenas quatro","21/12/2019"
"The Witcher: Temporada 1: O começo do fim","21/12/2019"
"Especial de Natal Porta dos Fundos: A Primeira Tentação de Cristo","19/12/2019"
"That '70s Show: Temporada 8: A amiga de Kitty","19/12/2019"
"That '70s Show: Temporada 8: Fora do porão","19/12/2019"
"That '70s Show: Temporada 8: O herói de guerra","19/12/2019"
"Magi: O Labirinto da Magia: Capturado no calabouço","18/12/2019"
"Magi: O Labirinto da Magia: O povo das planícies","18/12/2019"
"Magi: O Labirinto da Magia: O mago da criação","18/12/2019"
"Magi: O Labirinto da Magia: Calabouço Suíte","18/12/2019"
"Magi: O Labirinto da Magia: Aladdin e Alibaba","18/12/2019"
"That '70s Show: Temporada 8: O que acontece em Vegas…","17/12/2019"
"That '70s Show: Temporada 7: Até a próxima","17/12/2019"
"Feliz!: Temporada 2: pervapalooza","17/12/2019"
"Feliz!: Temporada 2: 19 horas e 13 minutos","17/12/2019"
"Feliz!: Temporada 2: blitzkrieg!!!","17/12/2019"
"That '70s Show: Temporada 7: O novato","16/12/2019"
"That '70s Show: Temporada 7: O ultimato","16/12/2019"
"That '70s Show: Temporada 7: Pagando a faculdade","16/12/2019"
"That '70s Show: Temporada 7: Educação física","16/12/2019"
"That '70s Show: Temporada 7: O perdedor","16/12/2019"
"That '70s Show: Temporada 7: O invasor","16/12/2019"
"That '70s Show: Temporada 7: Papai Kelso","15/12/2019"
"Psycho-Pass: Coeficiente criminal","15/12/2019"
"That '70s Show: Temporada 7: Os caminhoneiros","14/12/2019"
"That '70s Show: Temporada 7: O show tem que continuar","14/12/2019"
"That '70s Show: Temporada 7: A estagiária","14/12/2019"
"That '70s Show: Temporada 7: O jogo de futebol","14/12/2019"
"That '70s Show: Temporada 7: Pescando no gelo","14/12/2019"
"That '70s Show: Temporada 7: O príncipe Eduardo","14/12/2019"
"Esquadrão 6","14/12/2019"
"That '70s Show: Temporada 7: Os brinquedos de Natal","13/12/2019"
"That '70s Show: Temporada 7: Kelso dormiu com minha irmã","13/12/2019"
"That '70s Show: Temporada 7: O dia de ação de graças de Kitty","13/12/2019"
"That '70s Show: Temporada 7: Angie","13/12/2019"
"That '70s Show: Temporada 7: Apimentando as coisas","13/12/2019"
"That '70s Show: Temporada 7: A festa de Kitty","13/12/2019"
"That '70s Show: Temporada 7: Tai Chi","13/12/2019"
"O Irlandês","13/12/2019"
"That '70s Show: Temporada 7: O trabalho perfeito","12/12/2019"
"That '70s Show: Temporada 7: Vandalismo","12/12/2019"
"That '70s Show: Temporada 7: A reunião das feministas","12/12/2019"
"That '70s Show: Temporada 7: A aliança","12/12/2019"
"Kill la Kill: Temporada 1: Junketsu","12/12/2019"
"That '70s Show: Temporada 6: Desaparecido","11/12/2019"
"That '70s Show: Temporada 6: O dia do ensaio","11/12/2019"
"Kill la Kill: Temporada 1: Sensualidade de tirar o fôlego","11/12/2019"
"That '70s Show: Temporada 6: O trailer","11/12/2019"
"That '70s Show: Temporada 6: O vestido","11/12/2019"
"That '70s Show: Temporada 6: O casamento","11/12/2019"
"That '70s Show: Temporada 6: Infidelidade","11/12/2019"
"Kill la Kill: Temporada 1: Se eu tivesse espinhos como um cardo","11/12/2019"
"That '70s Show: Temporada 6: Golfe","10/12/2019"
"That '70s Show: Temporada 6: O que você acha?","10/12/2019"
"That '70s Show: Temporada 6: Esperando o casamento","10/12/2019"
"That '70s Show: Temporada 6: O cara rico","10/12/2019"
"That '70s Show: Temporada 6: Quem é você?","10/12/2019"
"60 Dias Infiltrados na Prisão: Temporada 1: Suspeitos diferentes","10/12/2019"
"Labirinto Verde: Temporada 1: Estranho na cidade","10/12/2019"
"That '70s Show: Temporada 6: Antes de casar","09/12/2019"
"No Game, No Life: Zero","09/12/2019"
"That '70s Show: Temporada 6: Aprendendo com os erros","09/12/2019"
"That '70s Show: Temporada 6: O estressado","09/12/2019"
"That '70s Show: Temporada 6: Pré-natal","08/12/2019"
"Apocalipse V: Temporada 1: Irmãos de sangue","06/12/2019"
"Apocalipse V: Temporada 1: Infectados","06/12/2019"
"That '70s Show: Temporada 6: Questões legais","06/12/2019"
"That '70s Show: Temporada 6: Fracassos","06/12/2019"
"That '70s Show: Temporada 6: Sou um garoto","06/12/2019"
"That '70s Show: Temporada 6: Natal","05/12/2019"
"That '70s Show: Temporada 6: Os presentes de casamento","05/12/2019"
"Boneca Russa: Temporada 1: Ariadne","05/12/2019"
"Boneca Russa: Temporada 1: A saída","05/12/2019"
"Boneca Russa: Temporada 1: Reflexo","05/12/2019"
"Boneca Russa: Temporada 1: Complexo de superioridade","04/12/2019"
"Boneca Russa: Temporada 1: A rotina de Alan","04/12/2019"
"Boneca Russa: Temporada 1: Um corpo quente","04/12/2019"
"Boneca Russa: Temporada 1: A grande fuga","04/12/2019"
"That '70s Show: Temporada 6: Reatando","04/12/2019"
"That '70s Show: Temporada 6: Todo mundo bem","04/12/2019"
"That '70s Show: Temporada 5: A formatura","03/12/2019"
"That '70s Show: Temporada 5: Fez é preso","03/12/2019"
"That '70s Show: Temporada 5: A culpa é só minha","03/12/2019"
"That '70s Show: Temporada 5: A convenção das enfermeiras","03/12/2019"
"That '70s Show: Temporada 5: O fim do namoro do Fez","03/12/2019"
"That '70s Show: Temporada 5: Sem um tostão","02/12/2019"
"That '70s Show: Temporada 5: Jackie em casa","02/12/2019"
"That '70s Show: Temporada 5: À procura de emprego","02/12/2019"
"That '70s Show: Temporada 5: Escoteiros","02/12/2019"
"That '70s Show: Temporada 5: Amor demais","02/12/2019"
"That '70s Show: Temporada 5: Vida de casados","02/12/2019"
"That '70s Show: Temporada 5: Querida, vou embora","02/12/2019"
"That '70s Show: Temporada 5: Larga o meu namorado","29/11/2019"
"Mytho: Temporada 1: Episódio 2","28/11/2019"
"Mytho: Temporada 1: Episódio 1","28/11/2019"
"Mortel: Temporada 1: Bem mal","24/11/2019"
"That '70s Show: Temporada 5: A cabana da Jackie","24/11/2019"
"That '70s Show: Temporada 5: A garota que eu amo","24/11/2019"
"Ninguém Tá Olhando: Temporada 1: (des)crenças","23/11/2019"
"The Good Place: Temporada 4: A resposta","23/11/2019"
"The Good Place: Temporada 4: O funeral para acabar com todos os funerais","23/11/2019"
"Ninguém Tá Olhando: Temporada 1: Vale a pena?","22/11/2019"
"Ninguém Tá Olhando: Temporada 1: O que é imortal...","22/11/2019"
"Ninguém Tá Olhando: Temporada 1: Anjo não, angelus","22/11/2019"
"Ninguém Tá Olhando: Temporada 1: Chupa, Hamster!","22/11/2019"
"Ninguém Tá Olhando: Temporada 1: A vida não é aleatória por acaso","22/11/2019"
"Ninguém Tá Olhando: Temporada 1: Ai Meu Hamster","22/11/2019"
"Ninguém Tá Olhando: Temporada 1: Eita!","22/11/2019"
"That '70s Show: Temporada 5: O teste","21/11/2019"
"That '70s Show: Temporada 5: Problemas à vista","21/11/2019"
"That '70s Show: Temporada 5: Agradecimento","21/11/2019"
"That '70s Show: Temporada 5: Cachorro-quente","21/11/2019"
"That '70s Show: Temporada 5: Muito longe, além das colinas","20/11/2019"
"That '70s Show: Temporada 5: Continue…","19/11/2019"
"That '70s Show: Temporada 5: Destruidor de corações","19/11/2019"
"That '70s Show: Temporada 5: O que existe e o que nunca deveria acontecer","19/11/2019"
"That '70s Show: Temporada 5: Jackie e Hyde são pegos no flagra","19/11/2019"
"That '70s Show: Temporada 5: Califórnia, aqui vou eu","19/11/2019"
"That '70s Show: Temporada 4: Amor ao estilo Wisconsin","19/11/2019"
"That '70s Show: Temporada 1: Piloto","18/11/2019"
"That '70s Show: Temporada 4: Todo mundo adora o Casey","17/11/2019"
"That '70s Show: Temporada 4: O alarme falso","17/11/2019"
"That '70s Show: Temporada 4: O musical da escola","16/11/2019"
"That '70s Show: Temporada 4: O aniversário do Hyde","16/11/2019"
"That '70s Show: Temporada 4: O carro de mentira do Eric","16/11/2019"
"That '70s Show: Temporada 4: Dia de pregar peças","16/11/2019"
"That '70s Show: Temporada 4: A foto da turma","16/11/2019"
"Um maluco no pedaço: Temporada 4: É melhor ter amado e perdido","15/11/2019"
"Um maluco no pedaço: Temporada 4: O pai do ano","15/11/2019"
"Um maluco no pedaço: Temporada 4: A vitória vem com esforço","15/11/2019"
"Um maluco no pedaço: Temporada 4: Querer é poder: Parte 2","15/11/2019"
"Um maluco no pedaço: Temporada 4: Querer é poder: Parte 1","15/11/2019"
"Um maluco no pedaço: Temporada 3: Com uma condição","15/11/2019"
"Um maluco no pedaço: Temporada 3: Apostas perigosas","15/11/2019"
"Um maluco no pedaço: Temporada 4: O que conta é o sangue","15/11/2019"
"That '70s Show: Temporada 4: O pretendente de Jackie","15/11/2019"
"That '70s Show: Temporada 4: Leo ama Kitty","15/11/2019"
"That '70s Show: Temporada 4: A carreira de Kelso","15/11/2019"
"That '70s Show: Temporada 4: Donna sai com um Kelso","15/11/2019"
"That '70s Show: Temporada 4: O tornado do baile","14/11/2019"
"That '70s Show: Temporada 4: A prima do Eric","14/11/2019"
"That '70s Show: Temporada 4: Jackie começa a trabalhar","14/11/2019"
"That '70s Show: Temporada 4: O Natal do Eric","14/11/2019"
"That '70s Show: Temporada 4: Segurando vela","14/11/2019"
"That '70s Show: Temporada 4: Red e Stacey","14/11/2019"
"That '70s Show: Temporada 4: O filho esquecido","14/11/2019"
"That '70s Show: Temporada 4: O artigo da Donna","14/11/2019"
"That '70s Show: Temporada 4: O baile e a briga","14/11/2019"
"That '70s Show: Temporada 4: Recaída","14/11/2019"
"That '70s Show: Temporada 4: Adeus ao porão","13/11/2019"
"That '70s Show: Temporada 4: Uma garota para o Hyde","13/11/2019"
"That '70s Show: Temporada 4: Eric contra Donna","13/11/2019"
"That '70s Show: Temporada 4: A depressão do Eric","13/11/2019"
"That '70s Show: Temporada 4: O lado bom da vida","13/11/2019"
"That '70s Show: Temporada 3: O anel de compromisso","13/11/2019"
"That '70s Show: Temporada 3: Nos bastidores","12/11/2019"
"That '70s Show: Temporada 3: Viagem ao Canadá","12/11/2019"
"That '70s Show: Temporada 3: A tatuagem do Eric","12/11/2019"
"That '70s Show: Temporada 3: Fez sai com Donna","12/11/2019"
"That '70s Show: Temporada 3: Jogos de azar","12/11/2019"
"That '70s Show: Temporada 3: O grande não do Eric","12/11/2019"
"That '70s Show: Temporada 3: É difícil ser Michael Kelso","12/11/2019"
"That '70s Show: Temporada 3: O aniversário de Kitty (Era hoje?)","12/11/2019"
"That '70s Show: Temporada 3: Fim de semana romântico","12/11/2019"
"That '70s Show: Temporada 3: As calcinhas da Donna","11/11/2019"
"That '70s Show: Temporada 3: Confusão do rádio","11/11/2019"
"That '70s Show: Temporada 3: Comer e correr","11/11/2019"
"That '70s Show: Temporada 3: Uma garota para o Fez","11/11/2019"
"That '70s Show: Temporada 3: Quem quer transar mais?","11/11/2019"
"That '70s Show: Temporada 3: A cabana no gelo","11/11/2019"
"That '70s Show: Temporada 3: A festa de Natal do Hyde","11/11/2019"
"The Good Place: Temporada 4: Ajuda é outra pessoa","11/11/2019"
"That '70s Show: Temporada 3: Jackie conquista Hyde","11/11/2019"
"That '70s Show: Temporada 3: Febre dos bebês","11/11/2019"
"That '70s Show: Temporada 3: As calcinhas do Eric","11/11/2019"
"That '70s Show: Temporada 3: O rei da discoteca","10/11/2019"
"That '70s Show: Temporada 3: Velhos demais, jovens demais","10/11/2019"
"That '70s Show: Temporada 3: O pai do Hyde","10/11/2019"
"That '70s Show: Temporada 3: A fúria do Red","10/11/2019"
"That '70s Show: Temporada 3: A loucura da maconha","10/11/2019"
"That '70s Show: Temporada 2: O bumbum da foto","10/11/2019"
"That '70s Show: Temporada 2: O clube das brigas","09/11/2019"
"That '70s Show: Temporada 2: A demissão","09/11/2019"
"That '70s Show: Temporada 2: Nossa senhora!","09/11/2019"
"That '70s Show: Temporada 2: O encontro de Jackie e Fez","09/11/2019"
"That '70s Show: Temporada 2: A serenata do Kelso","09/11/2019"
"That '70s Show: Temporada 2: O último beijo","09/11/2019"
"That '70s Show: Temporada 2: Os pais descobrem","09/11/2019"
"That '70s Show: Temporada 2: Encontro com a mamãe","09/11/2019"
"That '70s Show: Temporada 2: Ruim de cama","09/11/2019"
"That '70s Show: Temporada 2: A primeira vez","09/11/2019"
"That '70s Show: Temporada 2: A casa pega fogo","09/11/2019"
"That '70s Show: Temporada 2: O emprego novo do Red","09/11/2019"
"That '70s Show: Temporada 2: Dia de caça","09/11/2019"
"That '70s Show: Temporada 2: O esconderijo do Eric","09/11/2019"
"That '70s Show: Temporada 2: A mudança de Laurie","09/11/2019"
"That '70s Show: Temporada 2: O aniversário do Red","09/11/2019"
"Suits: Temporada 4: O peso justo de uma libra","09/11/2019"
"That '70s Show: Temporada 2: Eric é suspenso","09/11/2019"
"That '70s Show: Temporada 2: Dormindo juntos","09/11/2019"
"That '70s Show: Temporada 2: Eu amo bolo","08/11/2019"
"That '70s Show: Temporada 2: O show de rock","08/11/2019"
"That '70s Show: Temporada 2: Dia das bruxas","08/11/2019"
"That '70s Show: Temporada 2: Laurie e o professor","08/11/2019"
"That '70s Show: Temporada 2: Barrado da festa","08/11/2019"
"That '70s Show: Temporada 2: O último dia do Red","08/11/2019"
"That '70s Show: Temporada 2: Venda de garagem","08/11/2019"
"That '70s Show: Temporada 1: O filho favorito","08/11/2019"
"That '70s Show: Temporada 1: Morando com o Hyde","08/11/2019"
"That '70s Show: Temporada 1: A morte da vovó","08/11/2019"
"That '70s Show: Temporada 1: A mina punk","08/11/2019"
"That '70s Show: Temporada 1: A caixa d'água","08/11/2019"
"That '70s Show: Temporada 1: Uma nova esperança","08/11/2019"
"That '70s Show: Temporada 1: A noite do baile","08/11/2019"
"That '70s Show: Temporada 1: Dia das Carreiras","08/11/2019"
"That '70s Show: Temporada 1: A pílula","08/11/2019"
"That '70s Show: Temporada 1: O primeiro encontro","07/11/2019"
"That '70s Show: Temporada 1: Luta livre","07/11/2019"
"That '70s Show: Temporada 1: O carro roubado","07/11/2019"
"That '70s Show: Temporada 1: Viagem de esqui","07/11/2019"
"That '70s Show: Temporada 1: O melhor Natal de todos","07/11/2019"
"That '70s Show: Temporada 1: O amigo novo do Eric","07/11/2019"
"That '70s Show: Temporada 1: Que belo domingo","07/11/2019"
"That '70s Show: Temporada 1: Ação de graças","07/11/2019"
"That '70s Show: Temporada 1: O cinema drive-in","07/11/2019"
"That '70s Show: Temporada 1: O episódio na discoteca","07/11/2019"
"That '70s Show: Temporada 1: O barril","07/11/2019"
"That '70s Show: Temporada 1: O emprego de Eric","06/11/2019"
"That '70s Show: Temporada 1: Guerra dos machistas","06/11/2019"
"That '70s Show: Temporada 1: Correndo pelados","06/11/2019"
"That '70s Show: Temporada 1: O aniversário do Eric","06/11/2019"
"Suits: Temporada 4: Alavanca","06/11/2019"
"The End of the F***ing World: Temporada 2: Episódio 8","06/11/2019"
"Explicando: Temporada 2: Piratas","05/11/2019"
"The End of the F***ing World: Temporada 2: Episódio 7","05/11/2019"
"The End of the F***ing World: Temporada 2: Episódio 6","05/11/2019"
"The End of the F***ing World: Temporada 2: Episódio 5","05/11/2019"
"The End of the F***ing World: Temporada 2: Episódio 4","05/11/2019"
"The End of the F***ing World: Temporada 2: Episódio 3","05/11/2019"
"The End of the F***ing World: Temporada 2: Episódio 2","05/11/2019"
"The End of the F***ing World: Temporada 2: Episódio 1","05/11/2019"
"Black Summer: Temporada 1: Escola de verão","03/11/2019"
"Black Summer: Temporada 1: Impulso","03/11/2019"
"Black Summer: Temporada 1: Fluxo humano","03/11/2019"
"O Homem sem Gravidade","02/11/2019"
"Daybreak: Temporada 1: BUUUUUUUUUUUUUUUUUUUUUUUM!","01/11/2019"
"Daybreak: Temporada 1: Josh x Apocalipse: Parte 2","01/11/2019"
"Contato Visceral","01/11/2019"
"The Good Place: Temporada 4: O mistério do motorista","01/11/2019"
"The Good Place: Temporada 4: Funcionário do Bearimy","01/11/2019"
"Daybreak: Temporada 1: Depois da comida","01/11/2019"
"Daybreak: Temporada 1: Canta Tu Vida","01/11/2019"
"Daybreak: Temporada 1: 5013550","29/10/2019"
"Daybreak: Temporada 1: Baile Redux ou Minha vida dupla de cão","28/10/2019"
"Daybreak: Temporada 1: MMMMMMM-HMMMMMM","27/10/2019"
"Daybreak: Temporada 1: A chefodona do slime de Glendale","26/10/2019"
"Daybreak: Temporada 1: Apelação","25/10/2019"
"Daybreak: Temporada 1: Josh x Apocalipse: Parte 1","25/10/2019"
"Eli","24/10/2019"
"Cara x Cara: Temporada 1: Bom ter te conhecido","23/10/2019"
"Cara x Cara: Temporada 1: Piña Colada","23/10/2019"
"Cara x Cara: Temporada 1: Vizinhos e amigos","19/10/2019"
"Cara x Cara: Temporada 1: Va bene","19/10/2019"
"Cara x Cara: Temporada 1: Alma gêmea","19/10/2019"
"Cara x Cara: Temporada 1: Chá verde","19/10/2019"
"Cara x Cara: Temporada 1: Feito numa loja de estrada","19/10/2019"
"Cara x Cara: Temporada 1: O melhor que você pode ser","19/10/2019"
"The Good Place: Temporada 4: Funileiro, alfaiate, demônio, espião","19/10/2019"
"Eu Vi: Temporada 1: O matadouro","15/10/2019"
"Blue Exorcist: A tentação","15/10/2019"
"Blue Exorcist: A aposta","15/10/2019"
"Blue Exorcist: Um ato de bondade","15/10/2019"
"Criando Dion: Temporada 1: Questão 109: Feira de ciências","14/10/2019"
"Criando Dion: Temporada 1: Questão 108: Você não vai gostar se ele ficar bravo","14/10/2019"
"Criando Dion: Temporada 1: Questão 107: Bem doente","14/10/2019"
"Criando Dion: Temporada 1: Questão 106: Superamigos","14/10/2019"
"Fratura","14/10/2019"
"The Good Place: Temporada 4: Chilaxando","13/10/2019"
"Eu Vi: Temporada 1: As crianças do poço","12/10/2019"
"Eu Vi: Temporada 2: O mímico","12/10/2019"
"Explicando - A Mente: Temporada 1: Meditação","11/10/2019"
"Explicando - A Mente: Temporada 1: Ansiedade","11/10/2019"
"Explicando - A Mente: Temporada 1: Sonhos","11/10/2019"
"El Camino: A Breaking Bad Film","11/10/2019"
"Suits: Temporada 4: Dois nos joelhos","10/10/2019"
"Criando Dion: Temporada 1: Questão 105: Os poderes de Mark","10/10/2019"
"Breaking Bad: Temporada 5: Aquisição","09/10/2019"
"Devilman Crybaby: Minissérie: Preciso de você","09/10/2019"
"BoJack Horseman: Temporada 1: BoJack Horseman: Temporada 1: A história de BoJack, capítulo 1","09/10/2019"
"Blue Exorcist: Um acampamento divertido","08/10/2019"
"Blue Exorcist: Provas","08/10/2019"
"Suits: Temporada 4: Café, almoço e janta","07/10/2019"
"Criando Dion: Temporada 1: Questão 104: Bem-vindo, espero que sobreviva","06/10/2019"
"Blue Exorcist: Brincadeira de pegar","06/10/2019"
"Seis Punhos: Temporada 1: A queda","04/10/2019"
"Criando Dion: Temporada 1: Questão 103: O relógio","04/10/2019"
"Criando Dion: Temporada 1: Questão 102: Forte da solidão","04/10/2019"
"Criando Dion: Temporada 1: Questão 101: Como se cria um super-herói?","04/10/2019"
"Campo do Medo","04/10/2019"
"The Good Place: Temporada 4: Uma garota do Arizona - segunda parte","04/10/2019"
"Orphan Black: Temporada 1: Forragem","04/10/2019"
"Orphan Black: Temporada 1: Partes desenvolvidas de maneira extraordinária","04/10/2019"
"Orphan Black: Temporada 1: Variação no estado doméstico","04/10/2019"
"Between Two Ferns: O Filme","04/10/2019"
"Breaking Bad: Temporada 5: Evoluir","03/10/2019"
"Breaking Bad: Temporada 5: Cinquenta e um","02/10/2019"
"Breaking Bad: Temporada 5: Hazard Pay","01/10/2019"
"Breaking Bad: Temporada 5: Madrigal","30/09/2019"
"Vis a vis: Temporada 3: Cruz do Norte","30/09/2019"
"The Good Place: Temporada 4: Uma garota do Arizona - primeira parte","30/09/2019"
"The Good Place: Temporada 3: Pandemônio","30/09/2019"
"The Good Place: Temporada 3: Chidi vê a Faca do Tempo","30/09/2019"
"The Good Place: Temporada 3: O livro dos Dougs","30/09/2019"
"The Good Place: Temporada 3: Janet(s)","30/09/2019"
"The Good Place: Temporada 3: Não deixe a vida boa passar","28/09/2019"
"Glitch: Temporada 3: Epitáfio","27/09/2019"
"Glitch: Temporada 3: O inimigo","27/09/2019"
"Glitch: Temporada 3: Totalmente seguros","27/09/2019"
"Glitch: Temporada 3: Primeira vez","27/09/2019"
"Glitch: Temporada 3: Quintessência","27/09/2019"
"Glitch: Temporada 3: Mamãe","26/09/2019"
"4 Contra o Apocalipse: Livro 1: 4 contra o apocalipse","26/09/2019"
"Blue Exorcist: O demônio dos mares profundos","24/09/2019"
"Blue Exorcist: O gato preto","23/09/2019"
"Blue Exorcist: Memórias","23/09/2019"
"(Des)encanto: Parte 2: A princesa acusada","23/09/2019"
"(Des)encanto: Parte 2: A princesa elétrica","23/09/2019"
"(Des)encanto: Parte 2: Desigualdade de direitos","23/09/2019"
"(Des)encanto: Parte 2: O abraço gosmento do amor","22/09/2019"
"(Des)encanto: Parte 2: Missão Terra dos Sonhos","22/09/2019"
"(Des)encanto: Parte 2: Nossos corpos, nossos elfos","22/09/2019"
"The Rezort","22/09/2019"
"(Des)encanto: Parte 2: O coração solitário é caçador","21/09/2019"
"(Des)encanto: Parte 2: Aquela coisa","21/09/2019"
"(Des)encanto: Parte 2: Escadaria para o inferno","21/09/2019"
"(Des)encanto: Parte 2: A (des)encantadora","21/09/2019"
"MINDHUNTER: Temporada 1: Episódio 4","21/09/2019"
"Better Call Saul: Temporada 4: Vencedor","21/09/2019"
"Better Call Saul: Temporada 4: Wiedersehen","21/09/2019"
"Better Call Saul: Temporada 4: Coushatta","21/09/2019"
"Better Call Saul: Temporada 4: Algo estúpido","20/09/2019"
"Better Call Saul: Temporada 4: Piñata","20/09/2019"
"Better Call Saul: Temporada 4: Uma jornada e tanto","20/09/2019"
"Better Call Saul: Temporada 4: Fale","20/09/2019"
"Better Call Saul: Temporada 4: Algo lindo","20/09/2019"
"Better Call Saul: Temporada 4: Respire","20/09/2019"
"MINDHUNTER: Temporada 1: Episódio 3","19/09/2019"
"Better Call Saul: Temporada 4: Fumaça","19/09/2019"
"Better Call Saul: Temporada 3: Lanterna","19/09/2019"
"Better Call Saul: Temporada 3: Queda","19/09/2019"
"Better Call Saul: Temporada 3: Escorregada","19/09/2019"
"Better Call Saul: Temporada 3: Despesas","19/09/2019"
"Better Call Saul: Temporada 3: Revolução de branding","19/09/2019"
"Breaking Bad: Temporada 5: Viva livre ou morra","18/09/2019"
"MINDHUNTER: Temporada 1: Episódio 2","18/09/2019"
"MINDHUNTER: Temporada 1: Episódio 1","18/09/2019"
"Better Call Saul: Temporada 3: Sacanagem","16/09/2019"
"Better Call Saul: Temporada 3: Sabrosito","16/09/2019"
"Better Call Saul: Temporada 3: Prejuízo irrecuperável","16/09/2019"
"Better Call Saul: Temporada 3: Testemunha","16/09/2019"
"The I-Land: Minissérie: O escuro do passado","16/09/2019"
"The I-Land: Minissérie: O próprio globo grandioso","16/09/2019"
"The I-Land: Minissérie: As torres encobertas pelas nuvens","16/09/2019"
"Marianne: Temporada 1: Seus sonhos","14/09/2019"
"The I-Land: Minissérie: Quantas criaturas graciosas","13/09/2019"
"Better Call Saul: Temporada 3: Mabel","13/09/2019"
"Better Call Saul: Temporada 2: O click da desforra","13/09/2019"
"The I-Land: Minissérie: A apresentação insubstancial","12/09/2019"
"The I-Land: Minissérie: Os palácios maravilhosos","12/09/2019"
"The I-Land: Minissérie: Admirável mundo novo","12/09/2019"
"A Terra É Plana","11/09/2019"
"Better Call Saul: Temporada 2: Na roda da fortuna","11/09/2019"
"Better Call Saul: Temporada 2: Fifi","10/09/2019"
"Better Call Saul: Temporada 2: Inflável","10/09/2019"
"Better Call Saul: Temporada 2: Luar de Bali Ha'i","10/09/2019"
"Better Call Saul: Temporada 2: Rebecca","10/09/2019"
"Better Call Saul: Temporada 2: Gancho","10/09/2019"
"Better Call Saul: Temporada 2: Amarillo","09/09/2019"
"Better Call Saul: Temporada 2: Torta Cremosa","09/09/2019"
"Better Call Saul: Temporada 2: Vivendo a vida","09/09/2019"
"Better Call Saul: Temporada 1: Marco","09/09/2019"
"Better Call Saul: Temporada 1: Pimento","09/09/2019"
"Better Call Saul: Temporada 1: Rico","09/09/2019"
"Better Call Saul: Temporada 1: Bingo","08/09/2019"
"Better Call Saul: Temporada 1: Passado","07/09/2019"
"Better Call Saul: Temporada 1: Pastor","07/09/2019"
"Breaking Bad: Temporada 4: Confronto","07/09/2019"
"Breaking Bad: Temporada 4: Hora do fim","07/09/2019"
"Better Call Saul: Temporada 1: Herói","07/09/2019"
"Offline - Sem Bônus Nessa Vida","07/09/2019"
"Better Call Saul: Temporada 1: Nacho","06/09/2019"
"Better Call Saul: Temporada 1: Filho","06/09/2019"
"Better Call Saul: Temporada 1: Uno","06/09/2019"
"Breaking Bad: Temporada 4: Cave","06/09/2019"
"Breaking Bad: Temporada 4: Saúde","06/09/2019"
"Breaking Bad: Temporada 4: Escuta","06/09/2019"
"Breaking Bad: Temporada 4: Hermanos","06/09/2019"
"Breaking Bad: Temporada 4: Cachorro problemático","06/09/2019"
"Breaking Bad: Temporada 4: Encurralado","06/09/2019"
"Breaking Bad: Temporada 4: Espingarda","06/09/2019"
"Breaking Bad: Temporada 4: Frases curtas","05/09/2019"
"Breaking Bad: Temporada 4: Casa em exposição","05/09/2019"
"Breaking Bad: Temporada 4: 38 cano curto","05/09/2019"
"Breaking Bad: Temporada 4: Estilete","05/09/2019"
"Breaking Bad: Temporada 3: Medida completa","05/09/2019"
"Breaking Bad: Temporada 3: Medida pela metade","05/09/2019"
"Breaking Bad: Temporada 3: Abiquiu","05/09/2019"
"Breaking Bad: Temporada 3: A mosca","05/09/2019"
"Breaking Bad: Temporada 3: Kafkiano","04/09/2019"
"Cannon Busters: Temporada 1: Suspeito inocente","04/09/2019"
"Breaking Bad: Temporada 3: Eu vejo você","04/09/2019"
"Breaking Bad: Temporada 3: Um minuto","04/09/2019"
"Breaking Bad: Temporada 3: Ao pôr do sol","04/09/2019"
"Breaking Bad: Temporada 3: Mas","04/09/2019"
"Breaking Bad: Temporada 3: Sinal verde","03/09/2019"
"Breaking Bad: Temporada 3: Eu transei com Ted","03/09/2019"
"Breaking Bad: Temporada 3: Cavalo sem nome","03/09/2019"
"Breaking Bad: Temporada 3: Chega!","02/09/2019"
"Cannon Busters: Temporada 1: Canção de ninar","02/09/2019"
"Breaking Bad: Temporada 2: ABQ","30/08/2019"
"Breaking Bad: Temporada 2: Phoenix","30/08/2019"
"Breaking Bad: Temporada 2: Mandala","30/08/2019"
"Breaking Bad: Temporada 2: Over","30/08/2019"
"Breaking Bad: Temporada 2: 4 Days Out","30/08/2019"
"Breaking Bad: Temporada 2: Better Call Saul","30/08/2019"
"Breaking Bad: Temporada 2: Negro y Azul","30/08/2019"
"The A List: Temporada 1: Tornar-se uma rainha","30/08/2019"
"The A List: Temporada 1: Reassumir o controle","30/08/2019"
"The A List: Temporada 1: Finalmente, ela chegou","30/08/2019"
"Breaking Bad: Temporada 2: Peekaboo","29/08/2019"
"Breaking Bad: Temporada 2: Breakage","29/08/2019"
"Entre o Desejo e a Morte: Temporada 1: Última parada: Paraíso","26/08/2019"
"Entre o Desejo e a Morte: Temporada 1: Animais domésticos são proibidos","26/08/2019"
